x1,x2,x3,x4,x5,x6,index
3,3,0,7,1,3,24058
1,3,1,6,5,5,59502
1,6,0,7,5,5,27224
3,3,1,1,0,6,32004
1,4,3,8,0,2,10549
2,5,4,5,2,2,57427
2,3,3,6,0,1,25092
1,0,2,1,4,6,16896
3,6,0,2,3,5,43100
2,3,2,1,1,0,52072
2,4,1,2,1,4,47223
0,5,4,6,5,4,2555
2,3,1,8,5,5,27855
3,5,2,6,0,5,51666
1,4,1,5,5,3,42664
2,4,1,8,4,6,774
3,0,3,3,3,6,27078
2,5,2,8,3,1,38463
2,6,2,0,1,1,54494
3,6,3,8,1,1,9875
2,1,4,7,1,1,13660
3,1,0,5,5,3,56604
3,3,2,8,3,4,29182
2,7,2,0,3,1,18632
0,7,4,0,1,2,57651
0,7,2,6,2,5,11068
0,6,3,7,5,2,25535
1,7,1,4,1,1,25610
1,6,0,6,1,0,14678
2,1,1,2,2,1,27570
3,7,4,4,2,5,46647
0,0,2,0,2,3,29394
1,6,4,8,0,4,57819
0,3,0,8,1,4,3385
1,1,0,4,2,5,18096
1,3,4,8,0,2,51118
2,5,3,1,5,3,35196
0,4,2,5,3,0,39906
3,5,2,6,4,6,56951
0,5,1,2,4,6,47854
1,0,2,1,0,4,53104
0,5,0,7,2,2,36491
3,7,3,0,3,5,27214
2,6,3,1,0,1,40394
2,1,4,7,0,1,48092
1,1,1,7,4,0,31176
3,6,1,1,0,6,14660
1,0,2,5,5,5,81
0,5,4,7,3,0,34850
2,1,4,3,2,0,14536
2,1,4,6,5,2,29452
2,6,4,5,2,0,41008
1,1,0,6,5,6,6770
0,1,1,5,2,2,43833
0,6,4,4,1,4,21811
2,6,0,5,4,6,4726
0,2,2,1,3,6,24722
2,7,1,5,4,0,56436
0,2,4,8,2,0,26151
0,5,0,2,0,5,19886
1,2,3,6,2,1,8477
3,0,2,2,3,0,5110
3,1,0,2,1,3,51383
0,6,0,8,5,0,29876
2,2,1,1,0,6,17313
0,5,2,4,5,5,35629
3,7,4,6,2,4,9453
1,5,3,7,0,0,10682
3,5,3,4,5,0,4055
3,1,0,3,4,3,25142
1,6,0,4,2,5,9349
1,5,4,7,2,0,5356
0,6,2,5,5,2,25153
1,0,1,2,1,2,23798
3,1,3,2,3,2,17529
3,3,3,3,5,4,57671
1,3,2,3,0,2,42850
1,1,4,4,1,2,44524
2,1,2,7,4,6,20327
0,4,0,0,2,0,26462
2,3,3,2,3,0,27073
2,4,1,8,3,0,16164
2,6,4,8,4,0,51386
1,1,3,0,2,6,37629
1,2,2,7,3,6,8047
1,7,3,8,5,5,55850
0,3,1,2,5,3,31414
3,4,1,3,1,4,52193
0,5,0,5,4,2,16421
3,6,1,7,5,4,50023
1,7,1,7,5,5,682
2,7,1,1,2,0,55678
3,7,0,5,1,5,2328
1,0,2,4,0,6,16269
2,7,1,6,0,0,19910
3,7,3,1,4,5,17701
0,5,0,4,0,4,52487
0,6,4,8,5,2,2303
2,4,2,5,2,0,45992
2,7,4,1,4,6,26242
2,4,1,3,3,1,45251
3,5,1,6,5,1,39572
3,3,3,3,3,1,23384
0,0,3,4,4,0,11476
1,2,3,8,3,4,22300
0,4,2,4,2,6,17692
3,3,1,3,4,0,48263
3,7,1,5,3,0,5686
1,2,0,0,5,0,42793
0,6,1,0,2,0,36152
2,3,4,0,5,3,17363
0,6,2,0,0,1,49330
3,1,1,5,0,1,32106
1,5,1,6,3,6,15477
2,0,2,2,5,2,40548
2,5,3,3,0,0,51639
3,2,3,4,4,6,8767
3,5,3,2,1,2,6002
1,5,3,8,0,5,52353
2,7,4,6,5,1,35890
3,5,3,4,1,2,12364
0,5,4,0,2,0,13133
2,5,3,1,3,1,35379
1,0,0,6,5,6,40125
3,2,3,5,3,0,14967
0,7,3,1,5,0,59241
1,2,1,8,5,1,24146
0,5,0,8,4,0,28607
2,7,1,6,5,3,49035
0,5,3,2,1,6,12947
1,2,4,1,2,5,5696
1,0,1,3,0,1,60054
3,0,4,6,1,5,49162
0,1,3,5,4,0,37463
2,3,2,0,1,2,11770
0,6,2,4,0,2,410
1,5,2,8,3,4,44406
3,3,2,4,1,1,20311
0,7,4,0,3,1,34392
1,5,4,6,5,1,58772
3,5,3,8,2,4,16311
3,4,3,3,5,0,20898
1,0,4,4,3,5,1813
0,4,1,4,2,2,34223
0,7,3,2,4,4,17276
1,2,1,4,5,4,22258
0,2,4,8,5,5,48449
0,3,2,7,1,6,49741
3,1,0,0,3,0,57298
1,7,4,8,5,3,3702
2,3,1,4,0,2,46628
0,6,1,0,1,2,35845
0,0,4,2,5,2,14699
1,6,3,6,2,1,10360
0,7,0,1,2,6,44026
1,0,4,2,0,1,56212
2,3,0,3,5,0,21375
1,5,0,4,1,2,24633
0,1,2,0,5,2,48408
3,6,3,3,3,1,40811
1,5,3,7,0,3,9565
1,0,3,7,1,0,34168
3,4,1,8,4,1,29191
0,6,4,6,4,3,22759
2,2,3,5,5,4,40578
3,4,1,4,2,6,1477
2,4,0,4,3,4,16897
1,3,0,1,4,4,52922
1,6,0,4,5,5,28290
2,0,4,4,4,5,11069
0,0,1,3,1,3,23512
3,2,1,4,2,2,8814
1,2,3,5,2,3,14147
3,6,2,4,1,6,24592
0,3,2,0,1,5,17034
2,1,2,4,0,2,34477
1,1,3,5,0,6,8572
3,2,0,1,0,0,4197
0,5,0,6,3,1,33792
0,0,1,2,5,5,58511
3,0,2,8,5,2,25779
1,3,4,7,2,4,12845
2,3,3,1,3,0,5882
1,2,2,0,4,5,10050
2,2,3,5,3,4,16335
1,4,0,5,1,4,6186
2,7,3,4,5,5,6887
3,0,4,2,0,1,59459
0,0,0,5,2,0,6372
1,1,1,2,0,0,45345
3,4,3,0,5,1,23896
0,0,2,6,4,5,44996
1,3,0,5,1,0,16243
3,3,4,3,4,3,9442
0,1,1,1,0,0,46977
2,4,3,4,0,3,12491
0,7,3,5,1,6,26497
2,4,0,6,2,3,53652
3,0,2,2,0,4,9498
0,2,0,2,2,3,55692
3,5,2,7,5,2,4072
3,5,3,1,1,3,56318
0,7,3,2,4,5,9848
3,3,3,2,2,0,910
3,3,3,1,1,3,22053
3,7,1,5,5,2,20505
2,6,3,4,4,5,27920
0,5,4,4,5,1,17752
0,2,1,0,4,5,54523
2,3,0,4,3,6,50033
0,1,1,5,2,1,1942
3,7,4,1,5,0,16448
0,1,1,2,5,6,5318
2,4,2,6,1,6,47600
1,3,3,5,1,3,2196
2,0,4,5,4,3,23638
3,5,2,4,2,6,3639
2,5,0,4,1,5,13997
3,5,0,7,3,0,29915
3,3,4,8,1,1,57516
2,5,4,7,1,1,42658
1,5,1,6,1,6,42789
1,1,2,3,3,0,53769
2,3,3,4,5,2,3530
3,0,2,6,3,2,42465
3,0,2,4,3,2,18516
3,6,0,4,4,0,49453
1,7,4,7,0,0,13754
1,3,0,2,3,1,39836
3,1,3,1,1,1,39898
3,6,3,0,5,4,24606
1,7,3,1,5,3,43521
3,4,1,3,1,2,21000
1,5,3,4,1,5,24913
0,5,1,2,1,4,59141
1,3,2,8,5,5,59929
0,1,3,8,1,0,8960
2,4,1,4,1,0,54478
3,4,0,1,2,5,51790
1,7,1,4,1,2,33767
1,0,2,2,0,3,6738
1,4,0,3,5,5,32113
0,6,4,4,1,0,45252
1,5,2,3,2,4,42170
2,1,0,6,3,0,2607
3,7,1,1,1,2,33023
2,1,2,7,0,3,12159
3,7,4,5,1,6,33089
1,0,0,0,5,3,31703
3,5,3,2,5,5,4119
3,7,1,1,2,1,13982
1,0,1,6,2,1,19192
2,7,2,1,4,5,52824
2,7,3,5,2,1,23968
0,5,1,2,2,1,49207
2,2,1,6,3,6,50677
3,3,4,0,0,1,25269
0,3,0,4,5,3,16259
0,0,4,8,2,5,48895
0,0,3,8,3,4,36044
3,4,3,6,1,1,1725
2,3,3,2,2,4,54146
2,2,3,8,4,3,36833
1,3,0,5,1,1,47148
3,1,1,3,1,5,27933
2,0,4,3,5,4,31191
3,1,4,2,2,3,27617
1,6,2,2,4,5,46287
1,4,3,8,4,5,2603
1,1,2,1,1,2,32429
2,4,0,3,1,2,18729
2,7,3,0,0,1,38353
1,6,3,4,5,5,58922
3,5,1,0,2,3,15706
0,3,0,5,0,3,50926
1,6,4,7,4,4,22101
0,3,4,8,1,0,22459
3,2,1,0,4,2,49953
3,0,2,7,4,6,47139
3,2,0,4,5,0,9945
3,1,4,6,5,3,25114
0,0,0,6,4,5,59008
0,5,3,8,1,4,29467
0,0,0,1,1,5,17554
1,7,0,1,3,2,42433
0,4,4,6,5,3,26568
0,3,1,0,1,1,32142
3,2,4,6,1,5,18306
1,1,1,6,4,6,41878
2,1,3,1,5,3,21342
0,4,0,0,4,4,56332
1,1,1,0,5,1,27183
0,4,2,6,4,4,7202
0,2,3,2,2,0,49337
2,3,3,7,5,4,37240
2,3,4,7,5,6,33193
1,0,1,2,5,6,26154
0,7,3,0,4,5,1974
3,2,1,5,5,0,40883
0,7,4,4,4,3,21167
1,7,4,2,1,3,13380
1,0,3,8,4,6,24300
0,4,1,5,3,6,40912
0,3,3,5,4,5,5363
0,0,4,8,4,2,20736
1,2,2,7,2,5,50918
0,5,4,3,5,5,25288
2,2,4,4,3,0,19126
0,0,1,0,1,6,50006
0,2,2,3,1,0,15587
0,5,0,1,1,5,9534
3,4,3,4,5,0,36948
1,0,4,3,1,3,30833
1,7,0,5,5,3,55624
3,4,2,5,2,1,4411
0,1,0,6,0,4,25671
1,1,2,4,0,3,13388
2,2,4,0,3,4,20752
2,1,3,3,2,0,14185
3,2,3,0,0,4,47449
0,2,3,7,5,0,45367
3,2,1,4,3,1,13308
3,5,0,1,0,3,28510
1,6,2,1,3,2,43310
1,4,2,4,1,6,28328
0,0,4,7,1,2,13820
0,3,2,5,5,1,15354
1,0,3,1,2,1,50273
1,4,0,2,3,4,39427
2,2,2,4,1,3,49966
3,2,1,3,1,5,57967
1,7,2,1,2,1,18698
1,0,3,2,5,1,14958
1,6,4,8,1,6,18815
2,4,1,7,2,5,855
2,0,2,7,5,4,54808
3,3,2,5,0,4,3560
1,4,0,0,1,6,3352
3,4,1,2,2,6,50476
0,7,3,0,5,1,11096
2,6,2,8,5,2,32817
3,3,0,7,4,2,34166
3,3,2,2,5,5,50488
0,5,4,1,4,3,13352
3,0,1,5,5,3,50785
0,3,4,0,2,3,21674
2,0,2,4,1,4,51700
2,3,4,5,2,1,10862
0,4,0,4,3,0,40556
1,5,2,7,3,1,15847
3,6,2,8,2,2,59570
1,0,0,3,0,5,54017
1,5,3,6,0,6,46326
3,6,3,0,4,1,14909
2,4,0,3,0,5,17021
3,6,4,8,1,3,35970
1,2,0,7,2,5,21021
1,1,3,7,2,2,29305
3,0,2,7,5,1,59922
0,3,2,4,2,1,6273
1,4,0,3,5,6,40097
2,1,4,5,0,4,15512
1,6,2,0,2,5,36570
0,5,3,1,4,6,41807
3,2,4,1,4,2,56697
0,6,4,5,3,1,46908
3,7,3,1,3,1,25873
3,1,1,5,2,6,21046
2,5,2,7,2,6,31018
3,5,1,8,2,6,37084
1,7,3,5,4,2,4852
0,5,2,3,3,0,630
2,3,2,1,3,3,23819
1,2,2,1,2,6,46014
1,3,3,1,1,1,40015
3,0,1,3,1,5,12743
1,7,4,6,4,1,32739
1,3,2,7,1,4,44713
3,0,1,0,4,0,21555
3,3,2,2,2,2,57963
1,2,2,7,5,4,12268
1,2,4,8,0,4,417
1,4,1,6,1,1,33293
1,7,1,3,4,3,38719
2,0,0,6,4,4,34035
2,0,4,0,1,5,5893
3,4,3,6,3,6,36309
3,7,1,8,3,0,53685
0,5,4,3,5,4,47723
0,6,4,1,0,5,52323
2,3,4,3,5,5,47462
2,4,4,6,2,0,41389
0,3,1,1,3,3,28605
2,2,1,5,3,4,18439
3,3,3,6,0,1,2091
2,2,0,7,5,4,13827
3,3,2,3,0,0,19893
3,4,3,1,1,3,2470
0,2,4,3,3,2,1908
3,4,2,0,3,2,35294
2,0,4,6,1,6,14928
3,4,1,3,0,3,2922
2,6,3,0,2,0,37407
0,3,1,6,0,6,41335
3,6,0,1,1,2,48390
0,1,1,1,2,4,37660
0,7,3,7,0,1,26264
2,6,0,2,5,3,33976
1,1,4,2,4,4,56002
2,4,1,1,4,0,27586
1,3,1,6,3,1,2918
3,0,3,6,5,0,11474
0,3,2,3,4,2,54900
1,3,4,8,5,3,23370
1,1,0,5,1,5,50030
1,3,2,0,5,3,29832
1,1,0,2,1,5,4761
0,1,4,5,4,6,3143
0,1,2,6,1,5,44454
3,7,1,4,2,6,50672
1,3,1,2,1,5,21612
1,5,1,2,1,3,38999
3,5,2,7,5,1,23015
2,0,1,6,0,2,28574
0,5,0,1,3,1,24810
1,7,4,6,4,3,32346
2,7,2,7,0,6,6934
0,4,3,1,3,4,999
1,6,3,2,0,0,57142
3,3,1,7,5,6,12426
0,4,2,5,1,3,52131
3,7,4,8,1,3,44629
1,6,0,1,4,6,48666
0,3,4,2,1,5,53712
0,0,1,8,0,4,31330
1,7,2,8,2,0,55086
3,1,3,5,4,5,38966
1,2,3,3,3,3,42671
1,7,4,8,0,5,25696
1,6,0,2,5,1,660
2,0,4,5,2,1,56561
0,0,4,5,4,1,51718
3,4,3,0,1,4,18720
2,3,1,5,0,6,2040
1,1,2,7,5,0,41264
3,4,3,7,3,5,2395
2,5,3,8,0,6,26429
0,1,4,2,4,6,1179
3,1,1,2,5,5,51017
1,5,1,3,4,4,46432
2,2,2,3,4,5,57442
3,2,3,5,0,2,21118
0,2,2,3,3,0,24304
2,7,2,2,5,5,40085
3,2,0,1,2,6,8903
2,0,0,7,1,1,12564
1,6,3,1,3,0,725
3,5,3,6,0,3,28873
2,0,2,4,3,1,11013
1,5,2,2,5,2,57743
1,4,3,5,3,0,40536
1,6,0,3,1,6,20067
2,2,2,5,1,1,57233
1,7,0,8,1,6,3206
3,0,4,1,3,0,43224
1,1,1,3,2,2,36295
2,7,0,4,0,6,33011
0,2,3,7,4,6,20043
0,6,2,3,4,4,50426
0,2,2,1,4,5,48518
0,5,0,5,5,5,57727
1,4,2,7,3,2,24653
0,4,3,2,1,5,22747
0,2,1,8,3,2,32607
1,2,3,3,1,2,10710
3,3,2,0,4,1,36861
2,4,4,5,0,5,24164
3,7,3,7,3,3,53126
2,5,3,2,5,0,39930
0,6,0,1,2,6,290
0,6,4,1,3,2,41467
0,3,0,7,4,2,38163
1,6,2,0,4,3,38825
0,3,4,2,3,3,6112
0,7,1,8,0,6,19520
0,7,0,6,0,5,963
3,4,2,4,1,5,53588
1,0,0,4,4,5,18741
2,6,2,7,4,3,14379
3,1,1,3,0,0,6714
1,5,4,4,1,0,15336
0,3,1,7,5,6,1965
0,6,2,8,2,6,16669
3,3,0,1,2,3,12760
3,1,4,0,5,0,1811
1,2,4,1,5,5,33234
2,0,2,5,5,1,23963
1,7,1,8,2,6,48929
0,2,2,2,1,6,28025
3,5,0,4,4,4,50019
3,4,4,8,0,4,36857
3,3,4,2,3,6,26575
0,6,3,8,4,6,43181
0,3,4,0,1,3,31912
0,3,4,4,5,2,58359
0,5,3,6,0,0,46108
3,4,3,8,2,6,112
2,6,3,3,5,2,41163
2,2,1,5,1,0,36016
2,4,0,8,5,6,28464
3,4,0,5,2,0,10259
1,5,4,0,5,0,24310
3,3,0,7,1,0,44240
0,6,4,7,0,4,11220
0,3,2,2,0,0,46494
0,7,2,7,1,4,38944
1,0,2,1,4,2,2190
3,1,4,5,5,1,35265
2,5,2,5,0,5,18374
1,2,1,0,3,3,59662
0,2,1,6,2,6,34819
1,6,2,2,5,3,8754
1,1,2,3,5,5,19765
3,0,2,2,3,4,57472
1,6,3,2,5,6,41743
0,4,1,6,4,3,40281
3,7,4,7,1,2,42809
2,0,3,7,0,2,29281
1,2,3,5,5,6,51856
0,1,2,3,5,2,12855
2,5,4,7,0,2,38285
2,3,4,3,3,5,18901
0,4,3,3,0,3,46173
1,2,4,8,2,5,24212
1,5,4,4,4,4,19417
3,0,2,5,5,5,51671
0,5,2,1,4,1,60261
0,6,1,1,4,3,2012
3,6,4,3,4,1,25353
1,3,4,7,5,6,19716
2,6,0,2,1,2,32166
1,7,0,1,2,1,6585
2,2,0,4,0,3,16933
3,7,4,2,0,5,9743
0,2,0,0,0,1,7283
0,5,1,1,5,0,13918
1,6,2,7,3,3,3698
0,3,3,6,2,4,39126
3,4,2,0,0,3,38421
1,6,2,0,1,5,7849
0,2,2,5,0,4,35204
1,1,3,4,1,2,39035
0,2,2,1,5,0,10024
1,1,3,6,0,6,59850
1,0,1,1,3,3,8685
2,6,2,1,0,5,56791
1,2,3,0,0,5,54257
0,2,0,3,1,5,37613
3,3,1,0,4,2,54135
3,2,4,2,2,4,30821
1,5,2,2,3,2,32048
3,6,4,4,2,1,8637
2,5,1,0,5,2,29172
2,3,2,5,3,3,23230
3,2,2,5,3,1,16527
2,5,1,1,1,4,46406
0,0,2,5,2,0,51978
3,2,4,2,3,0,53583
0,4,0,4,2,2,18641
2,6,4,8,2,1,18126
1,3,0,1,2,1,26931
0,3,3,5,5,4,33711
0,2,3,0,5,4,53189
0,5,3,4,2,2,20355
2,3,4,5,5,0,49188
0,7,2,2,4,4,37201
2,6,2,3,2,6,26790
0,5,3,4,3,4,16607
0,4,1,1,3,1,47605
2,4,2,1,2,0,10240
3,6,0,8,3,6,18535
3,2,2,6,0,6,13434
1,0,3,8,5,5,45436
1,2,1,4,0,6,2644
3,6,2,8,1,3,1126
0,0,0,8,4,1,47750
2,2,2,5,1,6,14150
2,1,4,3,0,1,1747
3,6,1,8,1,1,39688
0,0,3,6,2,3,51566
0,7,3,0,5,3,23703
2,5,4,7,1,5,40529
1,2,4,3,2,4,23869
0,7,4,4,4,4,31978
2,6,0,0,4,2,16612
0,3,3,2,0,2,40806
2,4,1,2,0,3,48930
3,7,1,4,2,0,45259
3,4,1,1,2,6,17865
1,5,3,2,5,2,42329
0,7,3,7,1,4,20117
0,1,4,1,4,0,38804
2,6,0,7,3,2,9752
1,5,3,0,0,6,14048
3,2,3,7,5,5,17892
2,6,4,3,4,1,32809
0,3,4,5,4,1,51493
2,4,2,8,0,5,20726
2,5,0,1,5,1,27909
1,1,2,5,5,4,26287
2,7,1,8,2,6,50195
0,5,2,6,4,5,11729
1,6,1,1,2,1,47705
2,1,3,1,4,4,26388
3,7,3,3,1,2,18218
2,4,1,5,4,5,30492
3,0,3,7,5,1,16468
3,7,4,2,4,0,14833
1,0,3,0,3,6,38203
1,4,4,2,1,6,26478
3,5,1,0,0,2,25553
2,0,0,1,5,1,26163
1,5,2,4,0,1,35148
0,3,4,0,3,5,38924
3,4,3,1,0,0,36175
1,2,0,2,3,6,31324
2,1,4,7,3,4,45936
1,2,0,4,3,2,44333
0,7,3,0,3,1,10201
0,4,3,1,1,5,7299
0,4,4,5,3,5,13795
3,4,0,1,5,5,25362
3,6,3,4,0,5,22842
2,7,1,5,1,5,38131
0,1,0,4,5,2,13640
1,6,4,4,0,5,293
2,2,3,0,2,4,30258
0,5,2,3,5,5,17171
0,1,0,0,0,4,24008
2,2,2,3,3,3,44540
1,1,4,6,5,0,58388
1,3,2,8,5,4,12977
3,0,4,8,5,6,12152
3,4,4,5,5,0,16856
0,3,3,8,1,6,20221
0,0,2,7,4,6,42258
2,2,2,4,3,4,19744
3,5,3,6,3,2,7548
2,1,1,4,4,4,45417
3,7,1,4,0,0,48475
3,5,4,7,3,0,44717
1,6,0,7,2,3,41403
2,0,3,5,5,6,1895
1,6,0,5,2,0,41562
2,4,3,2,1,1,5406
1,6,4,1,4,6,30041
1,0,4,7,2,5,45162
3,1,2,0,2,5,28853
2,1,3,3,4,0,40589
2,4,4,8,2,0,14738
2,5,4,1,4,5,38762
2,7,4,4,5,3,51758
0,4,1,5,4,5,48244
2,2,0,7,3,5,16666
0,6,4,6,4,4,23166
2,4,2,7,1,2,56367
3,1,4,6,0,3,24660
1,7,0,0,1,1,24565
3,4,0,2,2,0,35131
2,0,2,1,5,1,16415
1,4,3,8,4,2,29689
2,5,2,7,0,0,30972
1,3,2,3,0,0,30327
1,4,3,2,2,3,57574
0,2,1,8,2,1,49454
1,0,1,0,3,5,35910
2,3,1,2,4,1,10185
2,4,2,6,4,5,39847
1,6,0,6,3,5,47806
1,7,4,7,0,3,26591
2,6,3,4,3,1,741
3,2,2,6,5,2,3983
3,6,0,8,3,0,55122
0,4,2,0,4,2,6494
1,2,4,3,2,1,7134
0,7,1,2,1,2,48091
1,3,4,3,5,2,29171
1,5,3,2,5,0,47001
2,4,3,7,2,0,41915
3,0,0,7,5,5,52668
1,2,4,6,5,6,46509
1,5,1,8,3,3,36400
2,6,3,4,0,1,20577
0,2,0,5,1,5,53392
3,0,1,4,2,2,3878
3,0,4,2,4,3,10567
1,3,4,6,4,4,35741
0,1,4,1,2,2,57077
2,2,3,7,5,2,57986
3,5,2,4,4,4,25565
0,2,3,2,4,5,12181
1,1,1,6,3,6,41758
2,2,3,4,5,3,56289
0,0,1,4,0,2,14342
0,5,1,3,4,1,47444
1,7,2,7,2,1,41500
0,3,0,6,5,4,40602
2,5,4,1,2,4,12846
1,1,3,5,1,3,23810
2,3,1,0,2,3,29337
3,5,1,1,0,4,19662
3,7,4,6,5,1,55695
3,4,0,6,1,5,7221
3,7,4,2,0,1,18984
3,2,1,5,0,0,6682
0,6,1,8,1,3,1401
3,1,4,0,5,6,19768
2,3,4,6,1,5,44455
1,5,4,2,4,2,40614
2,1,1,6,1,1,34527
3,1,0,4,1,3,40130
2,7,2,1,3,6,25494
3,1,0,2,5,6,9733
1,5,2,6,2,3,40255
1,5,0,5,4,2,17744
3,2,2,7,4,3,60087
2,5,3,6,1,1,44969
3,5,1,0,3,6,28903
2,7,1,3,1,4,747
1,0,1,5,4,4,36124
3,0,4,5,4,1,22062
2,1,4,1,1,0,41550
3,5,1,3,4,3,34680
2,2,0,7,5,5,10901
3,4,4,7,3,3,5968
3,4,0,3,3,1,15306
1,2,3,8,2,2,26490
2,7,4,3,4,0,51303
2,4,2,0,2,3,53830
2,5,2,3,5,5,19214
3,7,0,0,5,0,3032
1,3,1,6,3,2,14587
3,3,3,4,3,0,7708
2,3,3,6,5,1,59593
2,3,2,2,2,4,34763
2,7,1,7,3,2,52965
0,5,1,8,0,0,18313
2,5,3,8,1,3,37367
2,7,2,8,4,1,31598
3,4,4,0,0,3,23627
0,5,1,4,5,0,23506
1,1,2,6,3,5,34936
0,0,4,4,5,0,55278
3,2,1,4,4,3,58611
3,4,0,4,5,5,38275
2,7,0,1,4,6,57585
1,6,0,1,4,1,53863
2,2,3,6,4,3,50471
0,0,4,2,4,1,8753
0,4,4,5,4,3,53837
1,0,0,3,0,6,37282
2,3,3,7,4,3,57515
2,0,0,1,0,2,8904
1,1,3,2,5,2,22784
3,4,1,1,0,6,16619
0,7,2,7,3,3,36160
1,2,0,1,1,2,10614
1,7,0,0,1,5,15375
0,5,0,6,0,2,35143
3,2,1,1,0,1,45780
3,0,2,3,3,2,16384
3,4,1,2,0,1,20894
3,5,4,3,5,5,16334
3,0,1,6,1,4,28420
3,2,1,4,4,2,41726
0,1,3,0,4,1,15886
0,0,4,3,4,6,34572
1,1,4,1,1,3,18254
3,2,0,4,0,5,27775
3,7,1,0,1,4,38594
0,6,4,7,5,5,32663
3,2,3,8,2,2,34026
0,1,3,2,0,0,59833
3,3,2,8,1,2,21837
2,1,2,7,3,6,56832
0,4,4,8,3,2,40845
2,6,3,7,1,4,44910
1,1,1,2,2,1,4698
2,5,2,8,2,5,4772
3,6,0,1,1,4,5169
0,1,3,4,2,5,16344
0,3,2,4,3,2,55697
3,1,0,0,4,1,37932
1,6,1,8,4,0,27061
1,4,1,3,5,2,11725
2,7,1,4,2,2,9855
0,5,3,1,2,4,55862
0,6,1,8,3,4,18157
1,6,2,2,3,2,29542
0,6,3,6,4,3,40029
1,6,0,6,4,2,6153
2,4,0,1,1,3,15859
1,3,4,8,3,5,57398
0,1,1,8,0,3,39479
1,4,3,2,2,2,51135
1,0,0,8,3,0,39975
1,5,1,6,0,1,47568
0,1,1,7,0,6,24503
1,6,2,7,3,2,56559
2,6,0,0,3,6,18932
2,4,3,3,2,1,59488
0,2,4,1,5,1,24814
1,4,4,6,0,0,5118
0,1,0,3,3,0,28783
1,5,0,0,4,6,27427
3,0,0,5,1,5,30386
0,3,1,6,4,4,10267
1,5,3,1,0,2,26786
1,7,1,5,2,5,5062
3,0,4,5,2,5,37496
1,2,2,6,0,6,47834
0,5,0,6,0,1,19890
3,2,4,0,5,1,4734
2,3,1,4,3,0,48563
3,6,3,0,1,4,3439
3,6,2,6,5,4,57476
1,6,2,4,2,6,17924
2,0,1,2,2,0,2086
1,3,4,5,4,5,3973
1,6,3,7,5,3,16351
1,6,3,3,0,5,54169
0,7,3,5,1,4,60164
0,0,1,7,0,3,36888
3,1,1,5,3,3,45690
2,6,4,1,4,4,3046
2,2,3,2,3,2,45485
2,4,0,5,3,0,871
1,1,1,0,3,4,32545
0,5,3,2,5,0,13778
2,5,0,6,4,1,13160
1,7,2,5,0,4,29867
2,1,4,2,0,5,20732
1,1,1,5,3,0,19650
0,4,2,0,0,4,19933
3,0,1,1,4,3,51396
1,5,2,2,0,0,20132
0,3,1,3,4,4,42473
2,3,3,0,2,4,11755
3,5,3,0,4,0,43954
0,4,4,0,3,6,49375
1,3,2,7,5,2,31500
3,1,0,6,3,2,4172
0,5,3,1,5,5,39276
1,4,3,6,5,0,50224
2,7,0,0,2,2,51956
3,4,2,8,4,6,13891
1,3,4,1,3,2,59651
0,6,3,0,2,0,6229
3,6,2,8,1,6,20705
2,3,1,1,1,1,54306
3,6,0,5,1,0,41222
0,2,4,2,5,1,6599
3,3,0,0,0,4,38637
0,1,3,7,5,1,46319
3,4,1,6,0,6,50158
1,3,4,0,2,2,9979
2,4,0,2,1,6,47562
0,0,3,2,4,1,6673
1,7,1,3,1,0,30608
0,2,2,6,3,6,11146
1,1,3,2,0,0,18287
1,1,3,0,5,5,22387
1,5,1,4,3,5,56456
0,5,4,1,3,5,6504
0,4,0,4,3,3,30466
0,3,4,1,2,0,29217
0,2,2,4,0,1,45703
1,1,4,8,5,0,41458
2,5,1,5,4,4,44131
3,3,2,1,0,4,41627
2,2,1,1,5,5,2993
2,3,0,4,4,0,52252
1,5,0,0,0,4,39765
3,7,4,2,4,5,44435
0,4,2,6,5,2,16977
0,5,2,8,2,1,5562
3,2,0,7,4,2,29788
1,5,4,4,1,5,54133
3,7,0,6,4,2,28409
3,2,2,4,0,4,35594
2,6,3,1,3,0,3397
0,4,4,4,1,0,20018
0,6,0,7,2,2,31153
2,4,3,1,5,3,12610
2,5,1,3,0,6,47930
3,1,0,3,2,6,18612
2,7,1,7,1,0,40324
1,0,0,8,0,2,54707
1,4,4,4,5,1,39139
2,4,1,3,2,6,28627
0,5,1,5,5,6,53051
2,2,1,1,1,3,3553
3,5,1,8,1,3,57740
2,1,1,6,0,6,5945
3,4,2,3,2,2,35398
0,2,3,8,5,0,38773
2,1,1,0,1,6,38451
1,3,3,4,3,4,40162
3,6,0,8,1,1,7292
2,3,4,4,2,3,5841
1,1,4,8,4,1,50332
2,1,0,4,1,2,32555
1,7,4,5,4,3,12050
1,1,1,3,0,0,19458
0,7,3,1,3,2,28905
0,2,4,2,3,4,24067
1,3,0,7,3,0,39084
3,0,0,7,4,2,28790
2,0,0,6,5,3,31097
0,6,2,2,5,1,58660
2,0,2,8,3,5,16805
2,5,2,7,0,1,46138
2,0,3,8,1,0,47287
1,1,4,4,5,0,41238
1,4,0,4,2,5,43903
0,7,4,8,5,5,4469
3,5,1,4,1,2,46160
0,2,0,2,1,0,38487
3,4,2,0,5,4,32206
3,4,3,3,3,3,4790
3,3,0,3,2,2,718
2,7,0,5,2,1,8460
0,7,4,7,5,0,35108
